Species name,Common name,Order,Family,Diet,Trophic level via fishbase,NwP,N,Prop w plastic,average debris proportion (% mass),Type of debris,Color of debris,Average size of plastic,Size of fish,Habitat,Average depth,All_forage,Prime_forage,Second_forage,Primary_aggregation,Secondary_aggregation,Commercial,Aquaculture,Recreational ,IUCN status,Vulnerability score (via fishbase from Cheug et al 2005),Oceanographic province (from Longhurst 2007),Basin,Gyre,Year of collection,Publicaton year,Source,Notes
Cyclothone pseudopallida,Slender bristlemouth,Stomiiformes,Gonostomatidae,,3.1,0,4,0,0,n/a,n/a,,,bathypelagic,600,"Particulate feeder, benthic foraging",Particulate feeder,Benthic foraging,,,none,N,N,LC,15,NPTG,South Atlantic,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Hygophum reinhardtii,Reinhardt's Lantern fish,Myctophiformes,Myctophidae,no data,3.2,0,2,0,0,n/a,n/a,,,bathypelagic,525,Particulate feeder,Particulate feeder,,,,none,N,N,LC,27,NPTG,North Pacific,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Bolinichthys longipes,Popeye lampfish,Myctophiformes,Myctophidae,no data,3.1,0,3,0,0,n/a,n/a,,,bathypelagic,535.5,"Particulate feeder, benthic foraging",Particulate feeder,Benthic foraging,,,none,N,N,Not assessed,23,NPTG,South Atlantic,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Nannobrachium regale,Pinpoint lampfish,Myctophiformes,Myctophidae,zooplanktivorous,3.2,0,1,0,0,n/a,n/a,,,bathypelagic,2086,Particulate feeder,Particulate feeder,,,,none,N,N,Not assessed,40,NPTG,North Pacific,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Myctophum nitidulum,Pearly lanternfish,Myctophiformes,Myctophidae,,3.4,4,25,0.16,16,no data,no data,,,bathypelagic,974.5,Particulate feeder,Particulate feeder,,,,none,N,N,LC,28,NPTG,North Pacific,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Notoscopelus resplendens,Patchwork lampfish,Myctophiformes,Myctophidae,no data,3,0,3,0,0,n/a,n/a,,,bathypelagic,1449,"Particulate feeder, benthic foraging",Particulate feeder,Benthic foraging,,,none,N,N,LC,34,NPTG,North Pacific,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Argyropelecus affinis,Pacific Hatchet Fish,Stomiiformes,Sternoptychidae,planktivorous,3.1,0,1,0,0,n/a,n/a,,,bathypelagic,300.5,Particulate feeder,Particulate feeder,,,,none,N,N,LC,21,NPTG,South Atlantic,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Diogenichthys atlanticus,Longfin/Atlantic lanterfish,Myctophiformes,Myctophidae,,3.1,0,5,0,0,n/a,n/a,,,bathypelagic,525,"Particulate feeder, benthic foraging",Particulate feeder,Benthic foraging,,,none,N,N,LC,14,NPTG,North Pacific,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Sternoptyx pseudobscura,Highlight Hatchetfish,Stomiiformes,Sternoptychidae,zooplanktivorous,3.4,1,6,0.166666667,17,no data,no data,,,mesopelagic,1000,Particulate feeder,Particulate feeder,,,,none,N,N,LC,19,NPTG,North Pacific,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Argyropelecus hemigymnus,Half-naked hatchet fish,Stomiiformes,Sternoptychidae,"opportunistic, fish, copepods",3.1,0,3,0,0,n/a,n/a,,,bathypelagic,400,"Particulate feeder, benthic foraging",Particulate feeder,Benthic foraging,,,none,N,N,LC,13,NPTG,South Atlantic,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Hygophum proximum,Firefly lanternfish,Myctophiformes,Myctophidae,no data,3.2,0,2,0,0,n/a,n/a,,,bathypelagic,500,Particulate feeder,Particulate feeder,,,,none,N,N,LC,23,NPTG,North Pacific,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Lobianchia gemellarii,Cocco's Lantern Fish,Myctophiformes,Myctophidae,no data,3,1,3,0.333333333,33,no data,no data,,,mesopelagic,412.5,Particulate feeder,Particulate feeder,,,,none,N,N,LC,27,NPTG,North Pacific,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Danaphos oculatus,Bottlelights,Stomiiformes,Sternoptychidae,no data,3,0,9,0,0,n/a,n/a,,,pelagic-oceanic,548.5,Particulate feeder,Particulate feeder,,,,none,N,N,Not assessed,14,NPTG,North Pacific,North Pacific Subtropic,2009,2011,Davison and Asch 2011,
Cyclothone acclinidens,Bent-tooth Bristlemouth,Stomiiformes,Gonostomatidae,copepods,3.6,0,4,0,0,n/a,n/a,,,bathypelagic,900,Particulate feeder,Particulate feeder,,,,none,N,N,LC,16,NPTG,Mediterranean,North Pacific Subtropic,2009,2011,Davison and Asch 2011,net feeding bias sub-studied
Chaetodipterus faber,Atlantic spadefish,Perciformes,Ephippidae,,4.5,0,5,0,0,,,,,reef-associated,12.5,Particulate feeder,Particulate feeder,Benthic foraging,Schooling,,minor commercial,Y,Y,LC,49,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Ophichthus ophis,Spotted snake eel,Anguilliformes,Ophichthidae,,4.5,0,1,0,0,,,,,demersal,25,Active predation,Active predation,,,,subsistence,N,N,LC,75,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Peprilus paru,American harvestfish,Perciformes,Stromateidae,,4.5,0,2,0,0,,,,,benthopelagic,75.5,Particulate feeder,Particulate feeder,,Schooling,,minor commercial,N,N,LC,17,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Pomatomus saltatrix,Bluefish,Perciformes,Pomatomidae,,4.5,0,2,0,0,,,,,pelagic-oceanic,100,Active predation,Active predation,,Schooling,,highly commercial,N,Y,VU,63,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,,4.4,1,5,0.2,0.2,,,,,benthopelagic,294.5,Active predation,Active predation,Particulate feeder,Schooling,,highly commercial,N,Y,LC,57,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Selene vomer,Lookdown,Perciformes,Carangidae,,4.3,1,2,0.5,1,,,,,demersal,27,Benthic foraging,Benthic foraging,,,,minor commercial,N,Y,LC,32,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Caranx crysos,Blue runner,Perciformes,Carangidae,,4.1,0,3,0,0,,,,,reef-associated,50,Particulate feeder,Particulate feeder,Benthic foraging,Schooling,,minor commercial,N,Y,LC,34,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Epinephelus itajara,Atlantic goliath grouper,Perciformes,Serranidae,,4.1,0,2,0,0,,,,,reef-associated,50,Active predation,Active predation,,Solitary,,minor commercial,N,Y,VU,70,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Gymnothorax ocellatus,Ocellated moray,Anguilliformes,Muraenidae,,4.1,0,1,0,0,,,,,reef-associated,80.5,Benthic foraging,Benthic foraging,,Solitary,,minor commercial,N,N,LC,58,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Bagre bagre,Coco sea catfish,Siluriformes,Ariidae,,4,5,7,0.714285714,9.142857,,,,,demersal,25,Benthic foraging,Benthic foraging,Active predation,,,commercial,N,N,LC,53,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Cynoscion microlepidotus,Smallscale weakfish,Perciformes,Sciaenidae,,4,3,16,0.1875,0.24375,,,,,demersal,15,,,,,,commercial,N,N,LC,56,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Cynoscion virescens,Green weakfish,Perciformes,Sciaenidae,,4,1,7,0.142857143,0.42857,,,,,demersal,38,Active predation,Active predation,,,,commercial,N,Y,LC,59,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Notarius grandicassis,Thomas sea catfish,Siluriformes,Ariidae,,4,0,4,0,0,,,,,demersal,10.5,,,,,,minor commercial,N,N,LC,54,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Ophichthus cylindroideus,Dusky snake eel,Anguilliformes,Ophichthidae,,4,1,2,0.5,1,,,,,demersal,35,,,,,,none,N,N,LC,43,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Rachycentron canadum,Cobia,Perciformes,Rachycentridae,,4,0,1,0,0,,,,,reef-associated,600,Active predation,Active predation,,Schooling,Spawning,minor commercial,Y,Y,LC,44,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Ctenosciaena gracilicirrhus,Barbel drum,Perciformes,Sciaenidae,,3.9,0,11,0,0,,,,,demersal,45,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,LC,32,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Lutjanus analis,Mutton snapper,Perciformes,Lutjanidae,,3.9,1,3,0.333333,0.333333,,,,,reef-associated,60,Benthic foraging,Benthic foraging,,Schooling,,highly commercial,N,Y,NT,55,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Macrodon ancylodon,King weakfish,Perciformes,Sciaenidae,,3.9,1,13,0.076923077,0.153846,,,,,demersal,30,Particulate feeder,Particulate feeder,,,,minor commercial,N,N,LC,36,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Sphyrna tiburo,Bonnethead,Carcharhiniformes,Sphyrnidae,,3.9,2,2,1,9,,,,,reef-associated,45,Benthic foraging,Benthic foraging,,Schooling,,commercial,N,N,LC,50,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Cynoscion jamaicensis,Jamaica weakfish,Perciformes,Sciaenidae,,3.8,0,3,0,0,,,,,demersal,36.5,Active predation,Active predation,,,,commercial,N,Y,LC,32,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Haemulon plumierii,White grunt,Perciformes,Haemulidae,,3.8,0,13,0,0,,,,,reef-associated,21.5,Benthic foraging,Benthic foraging,,Schooling,,minor commercial,N,Y,LC,62,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Lutjanus synagris,Lane snapper,Perciformes,Lutjanidae,,3.8,1,2,0.5,0.5,,,,,reef-associated,45.5,Benthic foraging,Benthic foraging,,Schooling,,commercial,N,Y,NT,37,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Batrachoides surinamensis,Pacuma toadfish,Batrachoidiformes,Batrachoididae,,3.7,0,1,0,0,,,,,demersal,18.5,Particulate feeder,Particulate feeder,,,,commercial,N,N,LC,60,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Haemulon steindachneri,Chere-chere grunt,Perciformes,Haemulidae,,3.7,0,5,0,0,,,,,reef-associated,25,Benthic foraging,Benthic foraging,,Schooling,,minor commercial,N,N,,34,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Polydactylus oligodon,Littlescale threadfin,Perciformes,Polynemidae,,3.7,1,1,1,3,,,,,demersal,,,,,,,minor commercial,N,N,LC,27,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Polydactylus virginicus,Barbu,Perciformes,Polynemidae,,3.7,0,13,0,0,,,,,demersal,27.5,Benthic foraging,Benthic foraging,,Schooling (juv),,minor commercial,N,N,LC,22,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Selene setapinnis,Atlantic moonfish,Perciformes,Carangidae,,3.7,0,1,0,0,,,,,benthopelagic,27.5,Particulate feeder,Particulate feeder,,Schooling,,highly commercial,N,N,LC,27,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Anisotremus surinamensis,Black margate,Perciformes,Haemulidae,,3.6,0,1,0,0,,,,,reef-associated,7.5,Benthic foraging,Benthic foraging,,,,commercial,N,N,DD,56,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Anisotremus virginicus,Porkfish,Perciformes,Haemulidae,,3.6,0,1,0,0,,,,,reef-associated,11,Benthic foraging,Benthic foraging,,,,minor commercial,N,Y,LC,37,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Caranx hippos,Crevalle jack,Perciformes,Carangidae,,3.6,3,3,1,30.7,,,,,reef-associated,175.5,Benthic foraging,Benthic foraging,,Schooling,,commercial,N,Y,LC,41,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Colomesus psittacus,Banded puffer,Tetraodontiformes,Tetraodontidae,,3.6,0,2,0,0,,,,,demersal,20.5,Benthic foraging,Benthic foraging,,Solitary,,none,N,N,LC,25,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Conodon nobilis,Barred grunt,Perciformes,Haemulidae,,3.6,0,8,0,0,,,,,demersal,50.5,Particulate feeder,Particulate feeder,,,,commercial,N,N,LC,27,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Mustelus canis,Dusky smooth-hound,Carcharhiniformes,Triakidae,,3.6,0,1,0,0,,,,,demersal,400,Active predation,Active predation,,Schooling,,commercial,N,Y,NT,87,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Mustelus higmani,Smalleye smooth-hound,Carcharhiniformes,Triakidae,,3.6,0,2,0,0,,,,,demersal,450.5,Active predation,Active predation,,,,commercial,N,N,LC,47,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Orthopristis ruber,Corocoro grunt,Perciformes,Haemulidae,,3.6,0,2,0,0,,,,,demersal,35.5,Benthic foraging,Benthic foraging,,,,commercial,N,N,LC,33,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Bairdiella ronchus,Ground croaker,Perciformes,Sciaenidae,,3.5,0,4,0,0,,,,,demersal,28,Benthic foraging,Benthic foraging,,,,commercial,N,N,LC,27,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Cynoponticus savanna,Guayana pike-conger,Anguilliformes,Muraenesocidae,,3.5,0,1,0,0,,,,,demersal,50,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,LC,68,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Genyatremus luteus,Torroto grunt,Perciformes,Haemulidae,,3.5,0,8,0,0,,,,,demersal,20,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,LC,35,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Menticirrhus americanus,Southern kingcroaker,Perciformes,Sciaenidae,,3.5,0,1,0,0,,,,,demersal,20,Benthic foraging,Benthic foraging,Active predation,,,commercial,N,Y,LC,38,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Paralonchurus brasiliensis,Banded croaker,Perciformes,Sciaenidae,,3.4,0,6,0,0,,,,,demersal,25,Benthic foraging,Benthic foraging,,,,minor commercial,N,N,LC,25,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Scomberomorus brasiliensis,Serra Spanish mackerel,Perciformes,Scombridae,,3.3,0,1,0,0,,,,,reef-associated,,Particulate feeder,Particulate feeder,Filter-feeder: facultative,,,commercial,N,Y,LC,67,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Narcine brasiliensis,Brazilian electric ray,Torpediniformes,Narcinidae,,3.2,1,6,0.166666667,0.5,,,,,reef-associated,22,Benthic foraging,Benthic foraging,,Schooling (seasonal),,subsistence,N,N,DD,35,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Rhinoptera bonasus,Cownose ray,Myliobatiformes,Myliobatidae,,3.2,0,1,0,0,,,,,benthopelagic,11,Benthic foraging,Benthic foraging,,Schooling,,minor commercial,N,N,NT,63,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Cynoscion leiarchus,Smooth weakfish,Perciformes,Sciaenidae,,3.1,1,2,0.5,0.5,,,,,demersal,30,Particulate feeder,Particulate feeder,,,,commercial,N,Y,LC,37,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Micropogonias furnieri,Whitemouth croaker,Perciformes,Sciaenidae,,3.1,0,6,0,0,,,,,demersal,30,Benthic foraging,Benthic foraging,,Schooling,,highly commercial,N,N,LC,31,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Bagre marinus,Gafftopsail sea catfish,Siluriformes,Ariidae,,,4,4,1,7.8,,,,,demersal,25,Benthic foraging,Benthic foraging,,,,commercial,N,Y,LC,56,GUIA,South Atlantic,Amazon River Estuary,,2018,de Souza e Silva Pegado et al. 2018,
Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,,4.4,1,149,0.007,,,,,,benthopelagic,225,"Active predation, benthic foraging, particulate feeder",Active predation,Particulate feeder (juv),Schooling,,highly commercial,N,N,LC,57,BRAZ,North Pacific,Southeastern Brazil,,2014,Di Beneditto and Awabdi 2014,
Mullus barbatus,Red mullet,Perciformes,Mullidae,"crustaceans, mollusks",3.1,8,25,0.32,,,,,,demersal,200,Benthic foraging,Benthic foraging,,,,commercial,N,Y,LC,29,MEDI,North Pacific,Ionian Sea,Summer 2015,2018,Digka et al. 2018,
Pagellus erythrinus,Common pandora,Perciformes,Sparidae,,3.5,8,19,0.421052632,,,,,,benthopelagic,60,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,Y,LC,40,MEDI,North Pacific,Ionian Sea,Summer 2015,2018,Digka et al. 2018,
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,planktonic invertebrates,3.1,17,36,0.472222222,,,,,,pelagic-neritic,100,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,Spawning,highly commercial,N,N,LC,27,MEDI,North Pacific,Ionian Sea,Summer 2015,2018,Digka et al. 2018,
Trachurus trachurus,Atlantic horse mackerel,Perciformes,Carangidae,,3.7,1,100,0.01,,,,,,,150,"Active predation, benthic foraging, particulate feeder",Active predation,Particulate feeder,Schooling,,highly commercial,N,Y,VU,59,NECS,,North Sea,,2013,Foekema et al. 2013,
Merlangius merlangus,Whiting,Gadiformes,Gadidae,,4.4,6,105,0.057,,,,,,benthopelagic,65,"Active predation, benthic foraging, particulate feeder",Benthic foraging,,,,highly commercial,N,Y,LC,38,NECS,,North Sea,,2013,Foekema et al. 2013,
Melanogrammus aeglefinus,Haddock,Gadiformes,Gadidae,carnivore,4,6,97,0.06185567,6.2% ingested plastic,*see note,no data,,,demersal,105,"Benthic foraging, active predation ",Benthic foraging,Active predation,,,highly commercial,experimental,Y,VU,55,NECS,,North Sea,"July-October 2010, January-Februrary 2011",2013,Foekema et al. 2013,
Eutrigla gurnardus,Gray gurnard,Scorpaeniformes,Triglidae,carnivore,3.9,0,171,0,<1% ingested plastic,*see note,no data,,,demersal,80,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,,,commercial,N,N,Not assessed,30,NECS,,North Sea,"July-October 2010, January-Februrary 2011",2013,Foekema et al. 2013,
Gadus morhua,Atlantic Cod,Gadiformes,Gadidae,omnivore,4.1,10,80,0.125,,,,,,benthopelagic,175,"Active predation, benthic foraging, particulate feeder",Benthic foraging,Active predation,Schooling,Spawning,highly commercial,Y,Y,VU,65,NECS,,North Sea,,2013,Foekema et al. 2013,
Clupea harengus,Atlantic herring,Clupeiformes,Clupeidae,,3.4,8,566,0.014,,,,,,benthopelagic,200,"Filter-feeder: facultative, particulate feeder",Filter-feeder: facultative,Particulate feeder,Schooling,,highly commercial,N,Y,LC,39,NECS,,North Sea,,2013,Foekema et al. 2013,
Whiting sp.,Whiting sp.,,,carnivore,,6,105,0.057142857,5.7% ingested plastic,*see note,no data,,,,1375,,,,,,,,,,,NECS,,North Sea,"July-October 2010, January-Februrary 2011",2013,Foekema et al. 2013,
Horse mackerel sp.,Horse mackerel sp.,Perciformes,Carangidae,carnivore,,1,100,0.01,1% ingested plastic,*see note,no data,,,,,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,,,,,,NECS,,North Sea,"July-October 2010, January-Februrary 2011",2013,Foekema et al. 2013,
Herring sp.,Herring sp.,Clupeiformes,Clupeidae,zooplanktivorous,,11,566,0.019434629,1.4% ingested plastic,*see note,no data,,,pelagic-neritic,,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,,,,,,,,NECS,,North Sea,"July-October 2010, January-Februrary 2011",2013,Foekema et al. 2013,"study doesn't discuss which fish ingest certain type of plastic just that there were 6 plastic particles founf from the southern North Sea (2 polyethylene, 2 polypropylene, 1 polyethyleentereftalaat, and 1 styrene-acrylate)"
Scomber scombrus,Atlantic mackerel,Perciformes,Scombridae,zooplankton and small fish,3.6,0,84,0,<1% ingested plastic,*see note,no data,,,pelagic-neritic,200,"Filter-feeder: facultative, particulate feeder",Particulate feeder,Filter-feeder: facultative,Schooling,,highly commercial,N,Y,LC,44,NECS,,North Sea,"July-October 2010, January-Februrary 2011",2013,Foekema et al. 2013,
Alepisaurus ferox,Longsnouted lancetfish,Aulopiformes,Alepisauridae,"piscivorous, cephalopods, crustaceans",4,1,1,1,100%,rope,"green, orange",2.0 mm,77 cm,bathypelagic,915,"Active predation, benthic foraging",Active predation,Benthic foraging,,,none,N,N,LC,83,AUSW,North Atlantic,Indian Gyre,August-September 2005,2008,Fujieda et al. 2008,
Makaira indica,Black marlin,Perciformes,Istiophoridae,"piscivorous, cephalopods, crustaceans",4.5,1,1,1,100%,plastic,blue and transparent,no data,128 cm,pelagic-oceanic,100,"Active predation, benthic foraging",Active predation,Benthic foraging,,,commercial,N,Y,DD,78,AUSW,North Atlantic,Indian Gyre,August-September 2005,2008,Fujieda et al. 2008,
Seriola lalandi,Yellowtail amberjack,Perciformes,Carangidae,,4.2,2,19,0.105263158,0.1053,,,,,benthopelagic,414,"Active predation, benthic foraging, particulate feeder",Particulate feeder,Active predation,Solitary,Schooling,minor commercial,experimental,Y,LC,69,NPSE,North Pacific,North Pacific subtropical convergence zone,2009,2013,Gassel et al. 2013,
Sprattus sprattus,European sprat,Clupeiformes,Clupeidae,,3,43,111,0.387387387,0.88,,,,,pelagic-neritic,80,Particulate feeder,Particulate feeder,,Schooling,,highly commercial,N,N,LC,33,NECS,North Atlantic,North Sea,,2016,GESAMP 2016,
Argyrosomus regius,Meagre,Perciformes,Sciaenidae,,4.3,17,51,0.333333333,,,,,,benthopelagic,300,"Active predation, benthic foraging",Active predation,Benthic foraging,Spawning,,commercial,N,Y,LC,67,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Dentex dentex,Common dentex,Perciformes,Sparidae,,4.5,0,1,0,,,,,,benthopelagic,100,"Active predation, benthic foraging",Active predation,Benthic foraging,,,commercial,Y,Y,VU,66,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Saurida undosquamis,Brushtooth lizardfish,Aulopiformes,Synodontidae,,4.5,36,99,0.363636364,,,,,,reef-associated,175.5,"Active predation, benthic foraging",Active predation,Benthic foraging,,,minor commercial,N,N,LC,39,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Trigla lucerna,Tub gurnard,Scorpaeniformes,Triglidae,,4,5,24,0.208333333,,,,,,demersal,169,"Active predation, benthic foraging, particulate feeder, grazing",Benthic foraging,Active predation,,,commercial,N,Y,LC,40,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Mullus surmuletus,Surmullet,Perciformes,Mullidae,"invertebrates, piscivorous",3.5,18,51,0.352941176,,,,,,demersal,207,"Benthic foraging, active predation ",Benthic foraging,Active predation,,,commercial,N,Y,LC,39,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Umbrina cirrosa,Shi drum,Perciformes,Sciaenidae,,3.4,0,1,0,,,,,,demersal,50,Benthic foraging,Benthic foraging,,,,minor commercial,experimental,Y,Not assessed,40,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Lithognathus mormyrus,Sand seabras,Perciformes,Sparidae,,3.4,9,46,0.195652174,,,,,,demersal,15,Benthic foraging,Benthic foraging,,Schooling,,minor commercial,N,Y,LC,40,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Pagrus pagrus,Red porgy,Perciformes,Sparidae,,3.9,2,9,0.222222222,,,,,,benthopelagic,45,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,Y,Y,LC,66,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Mullus barbatus,Red mullet,Perciformes,Mullidae,"crustaceans, mollusks",3.1,85,207,0.410628019,,,,,,demersal,200,Benthic foraging,Benthic foraging,,,,commercial,N,Y,LC,29,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Upeneus pori,Por's goatfish,Perciformes,Mullidae,,3.5,23,78,0.294871795,,,,,,demersal,10,Benthic foraging,Benthic foraging,,,,none,N,N,Not assessed,35,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Dentex gibbosus,Pink dentex,Perciformes,Sparidae,,4.1,2,14,0.142857143,,,,,,benthopelagic,120,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,Y,LC,60,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Liza aurata,Golden gray mullet,Mugiliformes,Mugilidae,,2.8,14,39,0.358974359,,,,,,pelagic-neritic,,"Benthic foraging, scavenging, particulate feeder (juv)",Benthic foraging,Particulate feeder (juv),Schooling,,commercial,Y,N,LC,35,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Upeneus moluccensis,Goldband goatfish,Perciformes,Mullidae,,3.6,6,18,0.333333333,,,,,,reef-associated,65,"Benthic foraging, active predation ",Benthic foraging,Active predation,Schooling,,commercial,N,N,LC,22,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Sparus aurata,Gilthead seabream,Perciformes,Sparidae,,3.7,30,110,0.272727273,,,,,,demersal,15.5,"Active predation, benthic foraging, particulate feeder, grazing",Benthic foraging,Particulate feeder (juv),Schooling,Solitary,commercial,Y,Y,LC,40,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Pelates quadrilineatus,Fourlined terapon,Perciformes,Terapontidae,,3.5,38,135,0.281481481,,,,,,reef-associated,,Benthic foraging,Benthic foraging,,Schooling,,minor commercial,N,N,Not assessed,29,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
Pagellus erythrinus,Common pandora,Perciformes,Sparidae,,3.5,12,54,0.222222222,,,,,,benthopelagic,60,"Active predation, benthic foraging",Benthic foraging,Active predation,,,commercial,N,Y,LC,40,MEDI,Mediterranean,Mediterranean Sea,2015,2017,Guven et al. 2017,
